id,lon,lat,label,inside_oil_polygon,oil_region
154884,-151.581640379379,60.89623874801471,oil,true,Alaska
456779,-122.22427352164,37.59598014156051,unknown,true,California
443676,-151.504657658767,60.763310831487509,oil,true,Alaska
416038,-151.497888495477,60.7951886796209,oil,true,Alaska
173448,-117.22209673947599,32.4053521789376,unknown,false,California
299519,-122.18399838691599,37.608186544795096,unknown,true,California
66757,-147.824175151171,60.737660835591491,possible_oil,false,Alaska
336904,-119.90636833193798,34.3898205423658,oil,true,California
503608,-117.22307034473502,32.666965812427193,unknown,false,California
461725,-122.23046875891998,37.5941495064366,unknown,true,California
534490,-118.14170856883301,33.5957802379031,oil,true,California
512026,-151.300114476947,60.9983553573971,oil,true,Alaska
403102,-122.32161380608399,38.0555415921896,probable_oil,true,California
354704,-118.117675914554,33.563804139886194,oil,true,California
286916,-119.622502781291,34.3323201332282,oil,true,California
178661,31.696408013092903,69.6932535777393,unknown,false,Russia
58112,-120.684256676566,35.1484719532729,probable_oil,true,California
67409,31.765326761750405,69.6743215831379,unknown,false,Russia
71810,-151.333768658122,60.9575599266989,oil,true,Alaska
219045,-122.20227988035401,37.6027569199224,unknown,true,California
260785,-117.216301329943,32.3985876451872,unknown,false,California
456789,-118.45006554390498,33.908188799665908,probable_oil,true,California
361686,-120.647493334031,34.4554737624035,oil,true,California
68504,-119.561423453442,34.333240783719,oil,true,California
350365,-119.277179978913,34.117496775453,oil,true,California
229595,-151.559589915173,60.9189866351477,oil,true,Alaska
430365,-120.28040582572301,34.3503436601092,oil,true,California
87420,-151.67319338752,60.695202082444695,oil,true,Alaska
470622,-119.613463994607,34.3318429513858,oil,true,California
74569,-120.121617532458,34.390752684537595,oil,true,California
425442,-151.369273996316,59.6452163003886,oil,true,Alaska
302770,-122.16576557632901,37.6136278393282,unknown,true,California
401460,-119.55310640201301,34.3349972890097,oil,true,California
116498,-118.114051849149,33.718969402848,oil,true,California
457288,-119.631785151503,34.3328842495799,oil,true,California
449033,-151.635279263848,60.807190227874905,oil,true,Alaska
329240,-151.485933081153,60.828688177845407,oil,true,Alaska
162013,-151.608786096245,60.8646485096125,oil,true,Alaska
132181,-122.168704342973,37.6124985897777,unknown,true,California
520802,-122.19957447617301,37.603304780088294,unknown,true,California
387426,-120.703381487806,34.4949732666737,oil,true,California
64147,-120.681823559086,34.4690909103316,oil,true,California
120217,-151.515024216921,60.7347813857015,oil,true,Alaska
243695,-122.174824466663,37.6106592553298,unknown,true,California
406276,-117.09790858660999,32.343936914602907,possible_oil,false,California
536748,-122.218076729383,37.5978185389488,unknown,true,California
89609,-119.604270942939,34.3313032071561,oil,true,California
313759,-118.12865193024102,33.5833406562193,oil,true,California
175530,-119.419454091335,34.18234653582909,oil,true,California
373278,-118.06197281297399,33.661772108247,oil,true,California
389612,-122.162434476584,37.6141677451582,unknown,true,California
279247,-119.58900993144898,34.286621340615,oil,true,California
357577,-117.22429327867002,32.4081601583456,unknown,false,California
150514,-119.468820548546,34.1795432925692,oil,true,California
496647,-117.23185137663698,32.4065891273191,unknown,false,California
36703,-122.20575222292801,37.6014897750953,unknown,true,California
181411,-122.193410243846,37.605225533807307,unknown,true,California
310495,-122.18721962682001,37.6070294169864,unknown,true,California
305584,-122.157563041111,37.5532594022646,probable_oil,true,California
280991,-152.136186901864,60.5538885210686,oil,true,Alaska
254113,-120.73068755525499,34.6103606480999,oil,true,California
53906,-151.532831570583,60.927841596826,oil,true,Alaska
530695,-118.04454836768701,33.662195472353,oil,true,California
512644,-122.400218532291,37.8819555313202,probable_oil,true,California
48267,-117.219462631646,32.4085462183972,unknown,false,California
250910,-119.401185534721,34.1251455178674,oil,true,California
136448,-122.18105961983001,37.6088569343264,unknown,true,California
117006,-120.168601559792,34.3765650245694,oil,true,California
489205,-119.54242389607101,34.3376581388875,oil,true,California
107743,-150.951522822321,61.076127411023307,oil,true,Alaska
532338,-151.158499911909,60.93612784192149,oil,true,Alaska
522447,-151.615735027993,60.8391491242525,oil,true,Alaska
199994,-122.211916567104,37.5996672061843,unknown,true,California
99933,-122.220457088628,37.5973606939641,unknown,true,California
373254,42.2463369749379,17.2616711506516,possible_oil,false,
444749,-50.0951237354808,-30.011780326868791,possible_oil,false,
47752,-71.5075066746157,41.1257980690815,wind,false,
107712,-71.933315028098,41.304536763815591,unknown,false,
116550,-68.4079453489119,44.0469620979954,unknown,false,
184721,-70.5666598123866,41.3250470828639,unknown,false,
207676,-73.5117075265574,40.925100008871105,unknown,false,
283668,-63.7531829023483,46.2091239027524,unknown,false,
349869,-74.467966098194808,39.3165927113918,unknown,false,
457368,-76.5903679453148,35.9779483920167,unknown,false,
494292,-15.677925877902602,10.9017030723127,unknown,false,
506852,-76.0141696697879,37.5385295982016,unknown,false,
510433,-73.5212669558246,40.96683759064279,unknown,false,
515398,-80.749605805268,32.0983322375814,unknown,false,
520759,-69.0991431398067,43.9680247378398,unknown,false,
264452,14.471315224739303,-22.888073590993,oil,true,
278677,37.3368514154392,45.342877957929105,oil,true,
358979,-76.0242888171242,34.5418086286601,unknown,false,
430929,-95.2143234259247,16.1453307699517,unknown,false,
3342,21.113500908383795,63.987185559004907,unknown,false,
36169,-76.2929289334584,35.1359629129416,unknown,false,
112133,-76.4228253235421,36.932458733888,unknown,false,
121774,22.8562822893703,63.986437994987291,unknown,false,
173385,41.8675558681375,13.971228119335299,unknown,false,
251484,-75.753243568649,36.0913698763619,unknown,false,
263462,-71.3319603192997,41.1835000082892,unknown,false,
279377,-71.4174756789985,41.3723584934746,unknown,false,
297906,170.526186106561,-19.1782241563882,possible_oil,false,
300604,-75.4915701455128,36.8962577680441,wind,false,
317926,-71.2195051480079,41.071652804134,unknown,false,
341208,-2.6050315508463004,47.1548663846906,wind,false,
454153,-76.2161430817937,39.3201407626696,unknown,false,
460178,-73.0641128681074,41.1784032206792,unknown,false,
486545,-80.2330768903845,31.533552609536205,unknown,false,
541823,-54.8278873403614,49.4318646338367,possible_oil,false,
113732,-74.0987040204681,40.5123125147738,unknown,true,
236614,-79.9019728747727,32.765993882684093,unknown,true,
158668,29.565750181339002,44.522971723120904,oil,true,
377628,-67.6808156107242,44.5023295679721,unknown,false,
382493,-76.6457229335151,37.18050875640921,unknown,false,
422116,-76.2768079170798,39.1193361764576,unknown,false,
436132,-71.6224316355685,40.5929224090091,unknown,false,
37845,-76.2688818888364,39.128032723954206,unknown,false,
75035,-54.7090460031346,-34.8917950438408,possible_oil,false,
79907,24.095566406150798,65.3850472756993,unknown,false,
90290,-2.54621465039681,47.1724674744463,wind,false,
225562,31.546562359231192,46.5898965208095,unknown,false,
300049,-74.433160282504815,39.313365224239206,unknown,false,
325982,-71.5074866332702,41.0807057951909,unknown,false,
456953,-71.7568436989605,41.0369745022665,unknown,false,
470033,-68.2827852470423,44.226558904420592,unknown,false,
475733,-17.6229493311629,13.7727773846109,possible_oil,false,
499784,-71.362819740658921,40.62195418680961,unknown,false,
505245,-72.1527603331032,41.294539380683,unknown,false,
520773,-9.42632540521629,5.2343901683082708,possible_oil,false,
538960,-76.489031159995,36.988232884305091,unknown,false,
160290,31.7151300872988,45.2498111080433,oil,true,
400969,-74.0493734814974,40.6758683624846,unknown,true,
371699,34.8354989082857,-19.8993005107588,oil,true,
39503,-74.0429591685334,40.5379469338673,unknown,true,
63082,37.611928373452393,44.6291952138044,possible_wind,true,
362353,-76.3115224557039,36.052347167367,unknown,false,
386268,-71.4052179304462,41.530283394721408,unknown,false,
421660,-76.6970862690101,38.1961530615343,unknown,false,
56544,-63.76408032225121,46.2007263659374,unknown,false,
71796,-2.63813328067878,47.1364953333536,wind,false,
125065,-56.042257266553904,47.2109801771348,possible_oil,false,
209811,31.7889930917865,46.5979173243368,unknown,false,
225615,-63.751038174610606,46.2107970149713,unknown,false,
272158,22.224625994036998,-34.1121372084607,possible_oil,false,
338544,-63.7596340894229,46.2041055285782,unknown,false,
302774,40.4415972050415,-10.3886549969762,probable_oil,true,
349857,36.0555928725447,45.6133960838587,oil,true,
440850,32.2140538417473,45.640543667388705,oil,true,
369903,-82.1079991439809,8.9686648336859314,possible_oil,false,
431475,39.0315745161722,21.3242980459636,possible_oil,false,
437077,20.173703168406202,63.336919545500507,unknown,false,
78889,-153.352375326925,58.742812722212591,possible_oil,false,
146260,-76.5966434063382,35.9588462568694,unknown,false,
167056,-122.732415524358,47.7536993936844,unknown,false,
189103,-76.2269444675686,39.3087240309444,unknown,false,
249774,-81.2569336396649,31.31315976348921,unknown,false,
253593,-72.7822971304423,41.2517546247045,unknown,false,
347657,44.9547297543219,12.7983995549826,unknown,false,
349301,-76.3153868155614,36.977340009216,unknown,false,
452467,41.6180728599821,17.152378369397002,possible_oil,false,
467796,-79.4323213766946,8.99707264484998,unknown,false,
470650,-69.7179776653972,43.7629274693927,unknown,false,
477693,-73.4438488613499,41.0416622007879,unknown,false,
314772,41.0932004371562,-11.198137514256702,oil,true,
250866,41.71102876104289,42.0196889302011,oil,true,
386925,40.9340865125568,-2.1916441280466703,unknown,false,
389553,-61.868975982337709,17.1503750219726,possible_oil,false,
398053,-75.5899005231134,39.612036923523192,unknown,false,
405220,26.5520267311222,60.3025703831069,unknown,false,
124567,24.8845220337261,65.1412764426154,unknown,false,
127826,-54.7875305262223,47.2081749795441,possible_oil,false,
152685,-63.789044290086991,46.183063134722,unknown,false,
211861,-73.1768528759046,41.154810063834994,unknown,false,
239358,-69.0351526861396,44.182256112538106,unknown,false,
247157,-168.237328510272,53.1908299830258,possible_oil,false,
261381,-116.65216852379501,31.788952453754291,possible_oil,false,
278738,-74.4053790691212,39.3120610830141,unknown,false,
518645,-63.744901718763309,46.2160755797391,unknown,false,
240935,-73.7747843881725,40.8242975694434,unknown,true,
98354,-73.9716012344015,40.5517969848277,unknown,true,
433824,14.4551305196466,-22.893483051857,oil,true,
430361,-14.359605968363399,9.63861728710033,possible_oil,false,
74590,37.1465680606691,24.4385285207641,possible_oil,false,
89054,31.8892301056024,46.1754268131502,unknown,false,
132724,-10.810932651672,6.3674355227141195,possible_oil,false,
172333,-74.4254437470692,39.3047521940967,unknown,false,
515322,-135.018888882302,58.590944406686,possible_oil,false,
519677,-67.751215711974,44.479521267082305,unknown,false,
534020,-76.2775591867163,37.01696774424169,unknown,false,
217944,29.548617364388392,44.5272042085049,oil,true,
382013,24.622193117017204,65.2292778942603,unknown,false,
418218,-14.689161694394002,10.404467283729101,possible_oil,false,
5495,-77.2473707414748,38.5696789690776,unknown,false,
113198,-75.5815755071611,39.6123487765605,unknown,false,
128924,-76.9835200370559,38.3287101800116,unknown,false,
145331,108.129312434183,21.5059373964306,unknown,false,
146768,-76.4359561263829,38.898979918511394,unknown,false,
149485,-67.810156955167713,44.4396186061973,unknown,false,
166514,-76.431181148962,35.1968770033168,unknown,false,
170185,24.772853423228398,65.2093797523861,unknown,false,
193421,-76.6550502513565,25.5155163347924,possible_oil,false,
274282,-80.8122453300337,32.0070877875661,unknown,false,
286375,-132.471860003253,56.569698218408604,unknown,false,
497590,-75.433031599644309,37.831365408910507,unknown,false,
509776,-76.3916534369827,38.83363409486261,unknown,false,
539003,-1.4735482680228,46.1619232094587,unknown,false,
315300,36.8247025290238,45.684854097715,oil,true,
248750,30.9031919991904,45.3558142822545,oil,true,
386898,37.6168280766267,47.0634176850824,unknown,false,
443045,-63.7489944003419,46.2125256302464,unknown,false,
449560,-79.9246045855198,31.6334980471675,unknown,false,
65133,-75.77216872093,36.0862436600112,unknown,false,
118064,-76.4684624159621,37.0030585745409,unknown,false,
125173,22.617963449589702,-34.0655847717633,possible_oil,false,
125680,-75.7605076826379,36.089313818481507,unknown,false,
174460,-76.5893335194265,35.981145335071609,unknown,false,
197288,-130.46434459644203,53.4448683721571,possible_oil,false,
199400,-76.1792552484758,36.9763610193316,unknown,false,
199986,-70.7750113594567,42.502556110588806,unknown,false,
215752,-2.65030607753347,47.1385839499337,wind,false,
302801,-83.7179742333802,12.0308836816851,possible_oil,false,
341202,-70.8309795099071,42.5196300998157,unknown,false,
350877,-82.1044689787953,8.97113947840632,possible_oil,false,
490387,-75.4915119981298,36.8867948881742,wind,false,
493132,-73.6122955357115,40.5693357917666,unknown,false,
511531,-76.3990110088353,39.0592001212733,unknown,false,
518561,47.9084139658545,13.9804852048426,possible_oil,false,
520833,-13.6093311128853,9.54923691171495,possible_oil,false,
429290,-76.1837787031758,37.87991830667049,unknown,false,
446379,-69.171502788005,43.8455180704584,unknown,false,
55986,-70.3769837983609,47.1632367574326,possible_oil,false,
76200,-66.9767032427763,44.8419676053923,unknown,false,
129075,-15.4734129369883,27.771327177039197,unknown,false,
149519,-2.5589191096239206,47.175736230911809,wind,false,
188117,-95.2222599194724,16.116713802514298,possible_oil,false,
310530,-72.2824901790352,41.0153690738575,unknown,false,
318408,21.3499898631066,63.1213062204726,unknown,false,
346072,-73.7403947142066,38.4957030345288,unknown,false,
356317,-69.1466661571541,43.88046332699389,unknown,false,
372230,39.3758074519803,-6.814466522396331,oil,true,
367256,57.2423146413124,25.845867232407905,possible_oil,false,
434786,80.8163057151139,6.01889206665762,possible_oil,false,
439227,-106.23314724915,21.2728528129486,possible_oil,false,
446424,24.7039895253667,65.135991774004,unknown,false,
65145,-76.2903211586142,38.1280373310448,unknown,false,
86365,-76.4757549544944,36.9987171665055,unknown,false,
102126,-72.88684307292,41.1961621652489,unknown,false,
170696,-63.782271634582706,46.188003227110407,unknown,false,
174406,-78.7272684920224,33.750699182512996,unknown,false,
179269,-82.1020472705064,8.95914750407456,possible_oil,false,
186274,-69.930970947280912,43.738986308492208,unknown,false,
218478,-76.3924622669389,36.0395333414732,unknown,false,
238805,-69.0958065401497,44.0130471769644,unknown,false,
242065,-70.5678982541184,42.6722217839058,unknown,false,
309870,-76.5852831829953,35.9936694803506,unknown,false,
338005,-76.6479826244817,37.114845330192693,unknown,false,
498232,-67.6501374869806,44.4915155634593,unknown,false,
527285,-76.0957688748405,38.0687221972481,unknown,false,
385735,-14.4445953582925,10.1974729843951,unknown,false,
92966,-77.0018793556856,38.3088124964517,unknown,false,
98886,-76.0027730966878,35.1419591674631,unknown,false,
139814,25.0849708902677,65.1946569269628,unknown,false,
162616,-68.7630993804577,44.2829746915777,unknown,false,
213478,-75.0694138916691,38.304240713312105,unknown,false,
220212,-75.7548380782708,37.345751138229311,unknown,false,
222362,-50.0764185978678,-30.0318777848262,possible_oil,false,
297953,-133.00563281218,56.50188960380391,possible_oil,false,
347603,24.971727594068103,60.041686791529308,unknown,false,
350934,-76.5873200839327,35.987274611461309,unknown,false,
483768,-76.0085674061177,35.90061818016931,unknown,false,
487054,-63.79356773536891,46.179875184871996,unknown,false,
383103,-124.042428703182,46.9199954363895,probable_oil,true,
152667,28.1932511959658,43.0445470627364,oil,true,
424292,29.3591214130288,44.599917081561,oil,true,
358474,-63.773135821591708,46.1943692346258,unknown,false,
392350,-71.5348654753961,41.3369155849106,unknown,false,
420417,-71.3493876355382,41.504771240664,unknown,false,
429926,-2.51245679322263,47.1498628669368,wind,false,
440867,-76.5862678857587,35.99050716373501,unknown,false,
52190,-73.0870213474927,40.9895425094391,unknown,false,
124022,-2.78028599216069,47.234974322362,possible_wind,false,
128911,-170.707655783869,-14.374088825203398,possible_oil,false,
172887,42.0726412475076,17.634086232446,possible_oil,false,
248684,-123.270506379546,49.2735814807683,unknown,false,
333111,-76.6573305284615,37.178664495402806,unknown,false,
473233,-13.159330765538503,8.4864743206055326,unknown,false,
491548,-13.1544798630042,8.4866090678981525,unknown,false,
505877,-69.7214999119687,43.7409500261598,unknown,false,
477826,14.507750074705003,-22.8408685804316,oil,true,
532256,30.863403957485406,45.3073170240993,oil,true,
537298,39.1588760583996,47.0672180825077,probable_oil,true,
235509,58.0800160722025,19.9172691497401,oil,true,
361156,-76.1905798093202,39.338422975890609,unknown,false,
362295,-76.1569015415339,37.186120512247605,unknown,false,
382635,-70.7693887681983,42.2682622337002,unknown,false,
411218,-2.50015062626889,47.1486408215697,wind,false,
86318,-80.2744999788889,31.8169819930585,unknown,false,
87954,-15.597754549679998,11.050848566649101,unknown,false,
107177,37.330423633686806,19.3852096455832,possible_oil,false,
152724,-72.0332301455742,41.296002768623,unknown,false,
185226,25.5987396752398,59.9856767018203,unknown,false,
225025,156.478774524295,50.5423619881516,possible_oil,false,
245954,-76.2365475037828,39.2921943422331,unknown,false,
252000,-77.263245701481,38.535899357628608,unknown,false,
276072,-16.5836139298955,16.0516948137115,possible_oil,false,
296313,163.113511125532,60.80462596232401,unknown,false,
333021,-76.6480564012762,37.1317730504723,unknown,false,
351449,-76.8563044764522,17.949641613048,unknown,false,
508559,-2.2852075682752004,47.043633777202309,unknown,false,
512008,-76.5823661180017,36.0025901254138,unknown,false,
538459,42.498888837980104,16.822764730194503,possible_oil,false,
143672,-74.0530122512735,40.6735520281959,unknown,true,
207617,-73.9930883439239,40.487533984837505,unknown,true,
397631,31.215099527590006,42.828678371891,possible_oil,false,
418277,-70.0368042667406,43.65600498414009,unknown,false,
432563,-23.9781339067854,65.5773565352849,unknown,false,
86825,30.973392808843304,-30.0077995633569,possible_oil,false,
104433,-2.6873467349853195,47.1453064665304,wind,false,
120736,-75.2989818631655,35.1514103261454,unknown,false,
159214,-71.2500975670603,41.0522338889082,unknown,false,
181409,-69.614372332196,48.1081466147156,possible_oil,false,
257974,-70.2500839314114,41.5743008436441,unknown,false,
317863,44.9570295549479,12.800535494815602,possible_oil,false,
321634,40.210010440038296,-2.93852567708256,possible_oil,false,
344553,-71.118556392842,40.72473331971441,unknown,false,
345005,32.0231432482927,46.4977872528624,unknown,false,
451428,-71.0677882518488,41.4877032502476,unknown,false,
504776,-2.66271199938758,47.1409299578559,wind,false,
498163,29.969842343463302,44.071661717224,oil,true,
76767,28.7751982944893,44.2963551957852,oil,true,
57635,31.8581596170701,45.7025359614635,oil,true,
366093,22.750522888258704,65.3295646781288,unknown,false,
366142,-72.9206533568737,41.259463794434907,unknown,false,
392336,-80.3162488226228,30.8001380825377,unknown,false,
414032,-73.5425933884552,41.013610942523009,unknown,false,
38370,22.141593846753704,-34.144255456694594,possible_oil,false,
115381,-76.3914704580002,36.945155168422,unknown,false,
150016,24.845472589150802,65.134255386813,unknown,false,
162036,-15.8709332811921,11.6208921829058,possible_oil,false,
181464,-55.4469195716892,49.9361600930196,possible_oil,false,
286354,-76.9935062347372,38.340086718809,unknown,false,
454800,-15.910637193810102,11.1805786898764,unknown,false,
486017,-76.653512688504,37.1316152323773,unknown,false,
522503,-13.1340299294442,8.48859188500547,unknown,false,
535106,-110.61418725735,24.379109001194,possible_oil,false,
214713,22.1691881129371,-34.9708932431359,oil,true,
357957,-72.0406016780111,41.294331260541,unknown,false,
396730,40.4688789707796,-12.9838897905538,possible_oil,false,
435902,-15.824492998668802,11.3811868910781,unknown,false,
2748,24.8282097365343,65.1125291905398,unknown,false,
43421,31.5921983604421,46.5908521815778,unknown,false,
61944,-72.223560696397,41.1634338905625,unknown,false,
93596,-71.3971298846231,40.990841858337006,unknown,false,
153867,25.0222709748696,60.1182734413346,unknown,false,
226676,-72.9121247087888,41.2344478526183,unknown,false,
265665,58.1185285155017,23.717409962893104,unknown,false,
280872,-73.2221905274689,41.1170956601513,unknown,false,
317922,-76.07556230086,38.226763158905491,unknown,false,
322780,-80.1163249356693,31.217041775530706,unknown,false,
518064,32.578454757266,-25.9977712496104,unknown,false,
216799,-133.072275759084,55.2429346678571,oil,true,
316343,29.645423360483598,44.481042302909,oil,true,
399768,-75.7568143718959,36.0902656971438,unknown,false,
425948,-76.6402158126053,37.181590817566892,unknown,false,
430944,-76.0509677120531,37.0553258070512,unknown,false,
38337,-2.55987433294927,47.1664053754486,wind,false,
42866,-76.3424411386386,37.251344251751007,unknown,false,
43918,-76.5914309649415,35.9747535398697,unknown,false,
53955,-73.5311099247218,41.0086541671151,unknown,false,
92864,-172.769415573555,60.369476493242509,possible_oil,false,
132175,-76.5842216396447,35.996877532619308,unknown,false,
151134,-76.4375159866784,36.936924644165,unknown,false,
158142,-70.1768265462209,41.6386355395813,unknown,false,
159245,-75.748464317446619,35.9188115309402,unknown,false,
226703,-76.003300025117,37.72770439988669,unknown,false,
246480,-68.5548410760529,44.0741775320487,unknown,false,
253132,-153.979012371062,58.4175027492603,unknown,false,
285356,-76.2399861261779,37.0145067868329,unknown,false,
305514,48.560552931363404,-12.964892337218501,possible_oil,false,
344466,32.2326100535091,46.4922984395151,possible_oil,false,
525643,-70.9067064311948,41.4461286554182,unknown,false,
65797,31.7173801721974,45.6867260342919,oil,true,
381443,-74.0077285228571,40.4963434367517,unknown,true,
154430,14.4591773880939,-22.9016029833767,oil,true,
289168,-73.8991881958651,40.530099157399292,unknown,true,
392415,-61.6183798343825,16.3167143542509,unknown,false,
422737,-76.6474912863145,37.1261418327333,unknown,false,
132140,-86.2569795036653,11.557539970023898,possible_oil,false,
135960,-76.2365163377496,39.301965354247507,unknown,false,
159825,-76.269932062185,37.5612232880664,unknown,false,
194017,30.116789242971603,59.95490440184011,unknown,false,
209412,-71.4033460385751,40.6540050991306,unknown,false,
226738,-75.7858973292193,37.458399874932191,unknown,false,
230566,-76.415016397104807,36.9167542577604,unknown,false,
266105,-2.7754229005522495,47.240188739771,possible_oil,false,
322700,20.4198685755382,63.6152965193686,unknown,false,
512046,37.323008789617205,19.401843450258504,possible_oil,false,
374932,-15.121224107664801,10.457318844225203,unknown,false,
