terminal_id,project_id,combo_id,wiki,terminal_name,unit_name,facility_type,status,country,other_language_name,other_english_names,owner,parent,parent_hq_country,capacity,capacity_units,capacity_in_mtpa,capacity_in_bcm_y,proposal_year,proposal_month,construction_year,construction_month,start_year1,start_month1,start_year2,start_year3,delayed_start_year,start_year_earliest,shelved_year,cancelled_year,stop_year,region,location,prefecture_district,state_province,latitude,longitude,accuracy,power_plants_supplied,cost,cost_units,cost_usd,fid_status,fid_year,floating,last_updated,status_smpl
T0228,0,T022800,https://www.gem.wiki/Gulf_LNG,Gulf LNG Import Terminal,NA,Import,Idle,United States,NA,NA,"Gulf LNG Liquefaction Company, LLC [100.00%]",Kinder Morgan [50.00%]; General Electric Company [40.00%]; AES Corporation [10.00%],United States; United States; United States,8.8,mtpa,8.8,11.97,NA,NA,NA,NA,2011,NA,NA,NA,NA,2011,NA,NA,NA,Americas,Pascagoula,NA,Mississippi,30.322382,-88.503663,exact,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0232,0,T023200,https://www.gem.wiki/Lake_Charles_LNG,Lake Charles LNG Import Terminal,NA,Import,Mothballed,United States,NA,NA,"Lake Charles LNG Company, LLC [100.00%]",Energy Transfer [100.00%],United States,17.9,mtpa,17.9,24.34,NA,NA,NA,NA,1982,NA,NA,NA,NA,1982,NA,NA,NA,Americas,Lake Charles,NA,Louisiana,30.120416,-93.287833,exact,NA,NA,NA,--,NA,NA,NA,2023-09-01,inactive
T0233,1,T023301,https://www.gem.wiki/Louisiana_LNG_Terminal,Louisiana LNG Terminal,T1,Export,Cancelled,United States,NA,NA,Louisiana LNG Energy LLC [100.00%],Parallax Enterprises LLC [100.00%],United States,2.5,mtpa,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,2017,2019,NA,Americas,Plaquemines Parish,NA,Louisiana,29.39,-89.48,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0233,2,T023302,https://www.gem.wiki/Louisiana_LNG_Terminal,Louisiana LNG Terminal,T2,Export,Cancelled,United States,NA,NA,Louisiana LNG Energy LLC [100.00%],Parallax Enterprises LLC [100.00%],United States,2.5,mtpa,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,2017,2019,NA,Americas,Plaquemines Parish,NA,Louisiana,29.39,-89.48,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0234,1,T023401,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,T1,Export,Proposed,United States,NA,NA,Magnolia LNG Holdings [100.00%],Glenfarne Group [100.00%],United States,2.2,mtpa,2.2,2.99,NA,NA,NA,NA,2026,NA,NA,NA,2027,2027,NA,NA,NA,Americas,Lake Charles,NA,Louisiana,30.105668,-93.300819,exact,NA,NA,NA,--,Pre-FID,2023,NA,2023-09-06,proposed
T0234,2,T023402,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,T2,Export,Proposed,United States,NA,NA,Magnolia LNG Holdings [100.00%],Glenfarne Group [100.00%],United States,2.2,mtpa,2.2,2.99,NA,NA,NA,NA,2026,NA,NA,NA,2027,2027,NA,NA,NA,Americas,Lake Charles,NA,Louisiana,30.105668,-93.300819,exact,NA,NA,NA,--,Pre-FID,2023,NA,2023-09-06,proposed
T0234,3,T023403,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,T3,Export,Proposed,United States,NA,NA,Magnolia LNG Holdings [100.00%],Glenfarne Group [100.00%],United States,2.2,mtpa,2.2,2.99,NA,NA,NA,NA,2026,NA,NA,NA,NA,2026,NA,NA,NA,Americas,Lake Charles,NA,Louisiana,30.105668,-93.300819,exact,NA,NA,NA,--,Pre-FID,2023,NA,2023-09-06,proposed
T0234,4,T023404,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,T4,Export,Proposed,United States,NA,NA,Magnolia LNG Holdings [100.00%],Glenfarne Group [100.00%],United States,2.2,mtpa,2.2,2.99,NA,NA,NA,NA,2026,NA,NA,NA,NA,2026,NA,NA,NA,Americas,Lake Charles,NA,Louisiana,30.105668,-93.300819,exact,NA,NA,NA,--,Pre-FID,2023,NA,2023-09-06,proposed
T0235,1,T023501,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,T1,Export,Cancelled,United States,NA,NA,SCT&E LNG LLC [100.00%],SCT&E LNG LLC [100.00%],United States,2,mtpa,2,2.72,NA,NA,NA,NA,2022,NA,NA,NA,NA,2022,2016,2018,NA,Americas,Cameron Parish,NA,Louisiana,29.79362711,-93.34143969,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0235,2,T023502,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,T2,Export,Cancelled,United States,NA,NA,SCT&E LNG LLC [100.00%],SCT&E LNG LLC [100.00%],United States,2,mtpa,2,2.72,NA,NA,NA,NA,2022,NA,NA,NA,NA,2022,2016,2018,NA,Americas,Cameron Parish,NA,Louisiana,29.79362711,-93.34143969,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0235,3,T023503,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,T3,Export,Cancelled,United States,NA,NA,SCT&E LNG LLC [100.00%],SCT&E LNG LLC [100.00%],United States,2,mtpa,2,2.72,NA,NA,NA,NA,2022,NA,NA,NA,NA,2022,2016,2018,NA,Americas,Cameron Parish,NA,Louisiana,29.79362711,-93.34143969,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0235,4,T023504,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,T4,Export,Cancelled,United States,NA,NA,SCT&E LNG LLC [100.00%],SCT&E LNG LLC [100.00%],United States,2,mtpa,2,2.72,NA,NA,NA,NA,2022,NA,NA,NA,NA,2022,2016,2018,NA,Americas,Cameron Parish,NA,Louisiana,29.79362711,-93.34143969,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0235,5,T023505,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,T5,Export,Cancelled,United States,NA,NA,SCT&E LNG LLC [100.00%],SCT&E LNG LLC [100.00%],United States,2,mtpa,2,2.72,NA,NA,NA,NA,2022,NA,NA,NA,NA,2022,2016,2018,NA,Americas,Cameron Parish,NA,Louisiana,29.79362711,-93.34143969,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0235,6,T023506,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,T6,Export,Cancelled,United States,NA,NA,SCT&E LNG LLC [100.00%],SCT&E LNG LLC [100.00%],United States,2,mtpa,2,2.72,NA,NA,NA,NA,2022,NA,NA,NA,NA,2022,2016,2018,NA,Americas,Cameron Parish,NA,Louisiana,29.79362711,-93.34143969,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,inactive
T0236,1,T023601,https://www.gem.wiki/Point_Comfort_LNG_Terminal,Point Comfort LNG Terminal,T1,Export,Cancelled,United States,NA,NA,Lloyds Energy Group LLC [100.00%],LE Group Holding Pte Ltd [100.00%],Singapore,4.5,mtpa,4.5,6.12,2016,NA,NA,NA,NA,NA,NA,NA,NA,--,2018,2020,Presumed,Americas,Point Comfort,NA,Texas,28.676111,-96.558889,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0236,2,T023602,https://www.gem.wiki/Point_Comfort_LNG_Terminal,Point Comfort LNG Terminal,T2,Export,Cancelled,United States,NA,NA,Lloyds Energy Group LLC [100.00%],LE Group Holding Pte Ltd [100.00%],Singapore,4.5,mtpa,4.5,6.12,2016,NA,NA,NA,NA,NA,NA,NA,NA,--,2018,2020,Presumed,Americas,Point Comfort,NA,Texas,28.676111,-96.558889,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0240,0,T024000,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Import Terminal,NA,Import,Operating,United States,NA,NA,Sabine Pass LNG [100.00%],Cheniere Energy [100.00%],United States,30.4,mtpa,30.4,41.34,NA,NA,NA,NA,2008,NA,NA,NA,NA,2008,NA,NA,NA,Americas,Sabine Pass,NA,Louisiana,29.75409666,-93.87405115,exact,NA,NA,NA,--,NA,NA,NA,2023-08-24,active
T0240,7,T024007,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Stage 5 Expansion Project (T1–T3),Export,Proposed,United States,NA,NA,Sabine Pass Liquefaction [100.00%],Cheniere Energy [100.00%],United States,20,mtpa,20,27.2,2023,2,NA,NA,2032,NA,NA,NA,NA,2032,NA,NA,NA,Americas,NA,NA,Louisiana,29.75409666,-93.87405115,exact,NA,NA,NA,--,Pre-FID,2025,NA,2023-08-24,proposed
T0242,1,T024201,https://www.gem.wiki/Venture_Global_Plaquemines_LNG_Terminal,Plaquemines LNG Terminal,Phase 1 (Trains 1–18),Export,Construction,United States,NA,Venture Global LNG,"Venture Global Plaquemines LNG, LLC [100.00%]",Venture Global LNG [100.00%],United States,13.33,mtpa,13.33,18.13,NA,NA,2023,NA,2024,NA,NA,NA,NA,2024,NA,NA,NA,Americas,Plaquemines Parish,NA,Louisiana,29.600411,-89.886404,exact,NA,NA,NA,--,FID,2022,NA,2023-08-24,inactive
T0637,0,T063700,https://www.gem.wiki/Calhoun_LNG_Terminal,Calhoun LNG Terminal,NA,Import,Cancelled,United States,NA,NA,Gulf Coast LNG Partners LP [unknown %]; KOGAS [unknown %]; LG International (America) Inc [unknown %]; Port Lavaca LNG Services LLC [unknown %],Gulf Coast LNG LLC [unknown %]; Haddington Ventures [unknown %]; KOGAS [unknown %]; LX International Corp [unknown %]; Port Lavaca LNG Services LLC [unknown %],United States; United States; South Korea; United States; United States,7.2,mtpa,7.2,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2012,NA,Americas,Point Comfort,NA,Texas,28.615556,-96.629722,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0638,0,T063800,https://www.gem.wiki/Bienville_FSRU,Bienville FSRU,NA,Import,Cancelled,United States,NA,NA,TORP Terminal LP [100.00%],TORP Technology Inc [100.00%],United States,10.7,mtpa,10.7,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2010,NA,Americas,Dauphin Island,NA,Alabama,30.256389,-88.125278,approximate,NA,NA,NA,--,NA,NA,yes,2023-08-25,inactive
T0640,1,T064001,https://www.gem.wiki/Galveston_Bay_LNG_Terminal,Galveston Bay LNG Terminals,T1,Export,Cancelled,United States,NA,NA,NextDecade [100.00%],NextDecade [82.50%]; TotalEnergies [17.50%],United States; France,5.5,mtpa,5.5,7.48,NA,NA,NA,NA,2027,NA,NA,NA,NA,2027,NA,2021,NA,Americas,Texas City,NA,Texas,29.370473,-94.89321,approximate,NA,NA,NA,--,Pre-FID,2021,NA,2023-08-25,inactive
T0640,2,T064002,https://www.gem.wiki/Galveston_Bay_LNG_Terminal,Galveston Bay LNG Terminals,T2,Export,Cancelled,United States,NA,NA,NextDecade [100.00%],NextDecade [82.50%]; TotalEnergies [17.50%],United States; France,5.5,mtpa,5.5,7.48,NA,NA,NA,NA,2027,NA,NA,NA,NA,2027,NA,2021,NA,Americas,Texas City,NA,Texas,29.370473,-94.89321,approximate,NA,NA,NA,--,Pre-FID,2021,NA,2023-08-25,inactive
T0640,3,T064003,https://www.gem.wiki/Galveston_Bay_LNG_Terminal,Galveston Bay LNG Terminals,T3,Export,Cancelled,United States,NA,NA,NextDecade [100.00%],NextDecade [82.50%]; TotalEnergies [17.50%],United States; France,5.5,mtpa,5.5,7.48,NA,NA,NA,NA,2027,NA,NA,NA,NA,2027,NA,2021,NA,Americas,Texas City,NA,Texas,29.370473,-94.89321,approximate,NA,NA,NA,--,Pre-FID,2021,NA,2023-08-25,inactive
T0642,0,T064200,https://www.gem.wiki/Gulf_Gateway_LNG_Terminal,Gulf Gateway LNG Terminal,NA,Import,Retired,United States,NA,NA,Excelerate Energy [100.00%],Excelerate Energy [100.00%],United States,5.3,mtpa,5.3,7.21,NA,NA,NA,NA,2005,NA,NA,NA,NA,2005,NA,NA,2011,Americas,Gulf of Mexico,Cameron Parish,Louisiana,29.85,-93.2,approximate,NA,NA,NA,--,NA,NA,NA,2023-09-06,inactive
T0645,0,T064500,https://www.gem.wiki/Creole_Trail_LNG_Terminal,Creole Trail LNG Terminal,NA,Import,Cancelled,United States,NA,NA,Cheniere Energy [100.00%],Cheniere Energy [100.00%],United States,27,mtpa,27,36.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,2017,2019,NA,Americas,Cameron,NA,Louisiana,29.85,-93.2,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0647,0,T064700,https://www.gem.wiki/Port_Pelican_LNG_Terminal,Port Pelican LNG Terminal,NA,Import,Cancelled,United States,NA,NA,Chevron [100.00%],Chevron [100.00%],United States,12,mtpa,12,16.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2005,NA,Americas,Port Pelican,NA,Texas,28.787546,-91.284707,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0675,1,T067501,https://www.gem.wiki/Deepwater_Port_LNG_Terminal,Deepwater Port LNG Terminal,NA,Export,Cancelled,United States,NA,Avocet FLNG Terminal,Avocet LNG [100.00%],Fairwood Peninsula Energy [100.00%],United States,NA,NA,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,2018,2020,NA,Americas,Gulf of Mexico,NA,Louisiana,28.692,-90.81287,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0678,1,T067801,https://www.gem.wiki/American_Coast_LNG_Terminal,American Coast LNG Terminal,NA,Export,Cancelled,United States,NA,General American LNG Terminal,General American LNG [100.00%],General American LNG [100.00%],United States,8,mtpa,8,10.88,NA,NA,NA,NA,2022,NA,2024,NA,NA,2022,2016,2018,NA,Americas,NA,NA,NA,29.259765,-93.665566,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0840,0,T084000,https://www.gem.wiki/Compass_Port_LNG_Terminal,Compass Port LNG Terminal,NA,Import,Cancelled,United States,NA,NA,ConocoPhillips [100.00%],ConocoPhillips [100.00%],United States,8,mtpa,8,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2006,NA,Americas,Dauphin Island,NA,Alabama,30.256389,-88.125278,approximate,NA,NA,NA,--,NA,NA,yes,2023-08-25,inactive
T0844,0,T084400,https://www.gem.wiki/Beacon_Port_LNG_Terminal,Beacon Port LNG Terminal,NA,Import,Cancelled,United States,NA,NA,ConocoPhillips [100.00%],ConocoPhillips [100.00%],United States,11.5,mtpa,11.5,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2006,NA,Americas,Johnson's Bayou,NA,Louisiana,29.763056,-93.698611,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0845,0,T084500,https://www.gem.wiki/Casotte_Landing_LNG_Terminal,Casotte Landing LNG Terminal,NA,Import,Cancelled,United States,NA,NA,Chevron [100.00%],Chevron [100.00%],United States,10,mtpa,10,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2009,NA,Americas,NA,Jackson County,Mississippi,30.46,-88.62,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0846,0,T084600,https://www.gem.wiki/Bay_Crossing_LNG_Terminal,Bay Crossing LNG Terminal,NA,Import,Cancelled,United States,NA,NA,BP [100.00%],BP [100.00%],United Kingdom,9.6,mtpa,9.6,13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,2006,2008,NA,Americas,Galveston,NA,Texas,29.281111,-94.825833,approximate,NA,NA,NA,--,NA,NA,NA,2023-08-25,inactive
T0851,1,T085101,https://www.gem.wiki/Port_Lavaca_FLNG_Terminal,Port Lavaca FLNG Terminal,NA,Export,Cancelled,United States,NA,ELS FLNG,Excelerate Energy [100.00%],Excelerate Energy [100.00%],United States,10,mtpa,10,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,2015,NA,Americas,Port Lavaca,NA,Texas,28.615556,-96.629722,approximate,NA,NA,NA,--,NA,NA,yes,2023-08-25,inactive
T0985,1,T098501,https://www.gem.wiki/Delta_LNG_Terminal,Delta LNG Terminal,Phase 1 (T1–T18),Export,Proposed,United States,NA,NA,"Venture Global Delta LNG, LLC [100.00%]",Venture Global LNG [100.00%],United States,11.3,mtpa,11.3,15.37,NA,NA,NA,NA,2024,NA,NA,NA,NA,2024,NA,NA,NA,Americas,Plaquemines Parish,NA,Louisiana,29.597258,-89.872471,approximate,NA,NA,NA,--,NA,NA,NA,2023-09-06,proposed
T0985,2,T098502,https://www.gem.wiki/Delta_LNG_Terminal,Delta LNG Terminal,Phase 2 (T19–T36),Export,Proposed,United States,NA,NA,"Venture Global Delta LNG, LLC [100.00%]",Venture Global LNG [100.00%],United States,11.3,mtpa,11.3,15.37,NA,NA,NA,NA,2025,NA,NA,NA,NA,2025,NA,NA,NA,Americas,Plaquemines Parish,NA,Louisiana,29.597258,-89.872471,approximate,NA,NA,NA,--,NA,NA,NA,2023-09-06,proposed
T0987,1,T098701,https://www.gem.wiki/West_Delta_LNG_Deepwater_Port_Terminal,West Delta LNG Deepwater Port Terminal,NA,Export,Proposed,United States,NA,NA,"West Delta LNG, LLC [100.00%]",LNG 21 [100.00%],United States,6.1,mtpa,6.1,8.3,NA,NA,NA,NA,2023,NA,NA,NA,2026,2026,NA,NA,NA,Americas,Plaquemines Parish,NA,Louisiana,29.067,-89.656,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-09-06,proposed
T1128,1,T112801,https://www.gem.wiki/Gulfstream_LNG_Terminal,Gulfstream LNG Terminal,NA,Export,Proposed,United States,NA,NA,Gulfstream LNG Development LLC [100.00%],Gulfstream LNG Development LLC [100.00%],United States,4,mtpa,4,5.44,2023,2,NA,NA,2029,NA,NA,NA,NA,2029,NA,NA,NA,Americas,NA,Plaquemines Parish,Louisiana,29.575938,-89.816741,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,proposed
T1129,1,T112901,https://www.gem.wiki/Grand_Isle_Deepwater_Port_Terminal,Grand Isle Deepwater Port Terminal,Phase 1,Export,Proposed,United States,NA,NA,Grand Isle LNG Operating Co LLC [100.00%],Grand Isle LNG Operating Co LLC [100.00%],United States,2.1,mtpa,2.1,2.86,2023,8,NA,NA,2026,NA,NA,NA,NA,2026,NA,NA,NA,Americas,Offshore Grand Isle,Plaquemines Parish,Louisiana,29.039441,-89.9921,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,proposed
T1129,2,T112902,https://www.gem.wiki/Grand_Isle_Deepwater_Port_Terminal,Grand Isle Deepwater Port Terminal,Phase 2,Export,Proposed,United States,NA,NA,Grand Isle LNG Operating Co LLC [100.00%],Grand Isle LNG Operating Co LLC [100.00%],United States,2.1,mtpa,2.1,2.86,2023,8,NA,NA,2026,NA,NA,NA,NA,2026,NA,NA,NA,Americas,Offshore Grand Isle,Plaquemines Parish,Louisiana,29.039441,-89.9921,approximate,NA,NA,NA,--,Pre-FID,NA,NA,2023-08-25,proposed
