plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,plume_png_object,plume_tif_object,rgb_png_object,rgb_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,rgb_tif,rgb_png
GAO20210508t171534p0000-1,29.11843424,-90.50258039,2021-05-08T17:15:34Z,Oil & Gas (1B2),CH4,mfm,"[-90.50673363450272, 29.1142563461643, -90.49851515860267, 29.121436176817582]",GAO,2023-05-14T20:25:09Z,NA,NA,NA,NA,299.2924808,103.3894662,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t171534p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t171534p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t171534p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t171534p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t171948p0000-1,29.118294,-90.502532,2021-05-08T17:19:48Z,Oil & Gas (1B2),CH4,mfm,"[-90.50693012305732, 29.11505013951844, -90.49874783997154, 29.122198297317357]",GAO,2023-05-14T20:25:09Z,NA,NA,NA,NA,300.9385629,66.77087727,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t171948p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t171948p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t171948p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t171948p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t172714p0000-1,28.9290248,-90.3527,2021-05-08T17:27:14Z,Oil & Gas (1B2),CH4,mfm,"[-90.35734396933317, 28.926597041611487, -90.34914107852704, 28.93374480504712]",GAO,2023-05-14T20:24:17Z,NA,NA,NA,NA,560.6194586,96.28613167,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t172714p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t172714p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t172714p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t172714p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t173515p0000-1,28.94661265,-90.03076104,2021-05-08T17:35:15Z,Oil & Gas (1B2),CH4,mfm,"[-90.03538397394637, 28.945141485737395, -90.02718125242671, 28.952287822675444]",GAO,2023-05-14T20:25:09Z,NA,NA,NA,NA,251.8747834,105.1738728,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t173515p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t173515p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t173515p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t173515p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t174014p0000-1,28.9990559,-89.959171,2021-05-08T17:40:14Z,Oil & Gas (1B2),CH4,mfm,"[-89.96709824581174, 28.99735026857359, -89.95385247363568, 29.008934929683726]",GAO,2023-05-14T20:23:41Z,NA,NA,NA,NA,736.2700812,211.6377001,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t174014p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t174014p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t174014p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t174014p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t174655p0000-1,29.09829464,-89.98116368,2021-05-08T17:46:55Z,Oil & Gas (1B2),CH4,mfm,"[-89.98556532216904, 29.097231621065514, -89.9773509785017, 29.104409029188155]",GAO,2023-05-14T20:24:17Z,NA,NA,NA,NA,172.8913811,29.45957054,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t174655p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t174655p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t174655p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t174655p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t174655p0000-2,29.1010755,-89.978495,2021-05-08T17:46:55Z,Oil & Gas (1B2),CH4,mfm,"[-89.98359469012311, 29.099460343794295, -89.97426313854817, 29.10758223522043]",GAO,2023-05-14T20:24:17Z,NA,NA,NA,NA,1233.000126,176.5607143,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t174655p0000-2_l3a-ch4-mf-v1_plume.tif,GAO20210508t174655p0000-2_l3a-ch4-mf-v1_plume.png,GAO20210508t174655p0000-2_l3a-ch4-mf-v1_rgb.tif,GAO20210508t174655p0000-2_l3a-ch4-mf-v1_rgb.png
GAO20210508t175607p0000-1,28.94676,-89.706813,2021-05-08T17:56:07Z,Oil & Gas (1B2),CH4,mfm,"[-89.7142883191586, 28.945506517963047, -89.70425289745903, 28.954256473327973]",GAO,2023-05-14T20:32:18Z,NA,NA,NA,NA,1125.74886,358.047166,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t175607p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t175607p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t175607p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t175607p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20210508t181134p0000-1,29.571036200000002,-89.51159,2021-05-08T18:11:34Z,Oil & Gas (1B2),CH4,mfm,"[-89.52775688785088, 29.56793328370507, -89.50857974432138, 29.58461163398459]",GAO,2023-05-14T20:25:09Z,NA,NA,NA,NA,1284.21889,410.030723,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20210508t181134p0000-1_l3a-ch4-mf-v1_plume.tif,GAO20210508t181134p0000-1_l3a-ch4-mf-v1_plume.png,GAO20210508t181134p0000-1_l3a-ch4-mf-v1_rgb.tif,GAO20210508t181134p0000-1_l3a-ch4-mf-v1_rgb.png
GAO20211019t175832p0000-A,29.113595,-90.483592,2021-10-19T17:58:32Z,Oil & Gas (1B2),CH4,mf,"[-90.49062628454739, 29.10817969772833, -90.48060624108797, 29.116965353642954]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,1486.363275,405.8987195,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211019t175832p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211019t175832p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211019t175832p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211019t175832p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211019t180125p0000-A,29.091691,-90.513144,2021-10-19T18:01:25Z,Oil & Gas (1B2),CH4,mf,"[-90.5235731770648, 29.08350485984774, -90.51063642734852, 29.09480982279955]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,656.8804891,281.5470962,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211019t180125p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211019t180125p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211019t180125p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211019t180125p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211021t173002p0000-A,28.86720664,-90.49143222,2021-10-21T17:30:02Z,Oil & Gas (1B2),CH4,mf,"[-90.49639657334357, 28.863170810013784, -90.48823396730695, 28.87035065994513]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,460.6287301,357.5594874,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211021t173002p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211021t173002p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211021t173002p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211021t173002p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211021t181518p0000-A,29.57101037,-89.51180732,2021-10-21T18:15:18Z,Oil & Gas (1B2),CH4,mf,"[-89.52672935505883, 29.568129608964902, -89.50273922114737, 29.58902480637561]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,925.1704994,690.1458518,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211021t181518p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211021t181518p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211021t181518p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211021t181518p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211021t182109p0000-A,29.53124277,-89.4865071,2021-10-21T18:21:09Z,Oil & Gas (1B2),CH4,mf,"[-89.49021619015932, 29.527840172522883, -89.48193402640118, 29.535014894730374]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,147.9028932,92.57449518,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211021t182109p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211021t182109p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211021t182109p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211021t182109p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211021t182524p0000-A,29.452151,-89.402357,2021-10-21T18:25:24Z,Oil & Gas (1B2),CH4,mf,"[-89.41057576228158, 29.44969408877427, -89.3934463659041, 29.464640524129827]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,257.238298,121.9504618,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211021t182524p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211021t182524p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211021t182524p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211021t182524p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211021t182920p0000-A,29.41951708,-89.51368429,2021-10-21T18:29:20Z,Oil & Gas (1B2),CH4,mf,"[-89.51758594102263, 29.416656120072197, -89.50938487308012, 29.423831049834963]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,699.8733393,344.6370086,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211021t182920p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211021t182920p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211021t182920p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211021t182920p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t161218p0000-A,29.332159,-91.871298,2021-10-25T16:12:18Z,Oil & Gas (1B2),CH4,mf,"[-91.87588448096537, 29.318864391768763, -91.85752680975305, 29.33483783487082]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,1195.062007,735.6380517,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t161218p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t161218p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t161218p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t161218p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t161610p0000-A,29.3787666,-91.75301827,2021-10-25T16:16:10Z,Oil & Gas (1B2),CH4,mf,"[-91.75644883661573, 29.37508400532175, -91.74827784310409, 29.382204182305074]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,277.7307225,158.6148125,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t161610p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t161610p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t161610p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t161610p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t162621p0000-A,29.18996,-91.617158,2021-10-25T16:26:21Z,Oil & Gas (1B2),CH4,mf,"[-91.62012696227511, 29.185718385066327, -91.61197134971003, 29.19280684058758]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,100.6060111,39.89257661,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t162621p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t162621p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t162621p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t162621p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t163203p0000-A,29.061573,-91.445289,2021-10-25T16:32:03Z,Oil & Gas (1B2),CH4,mf,"[-91.44783443873517, 29.055980436815325, -91.43817569544153, 29.06442323921633]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,568.5505283,245.7897977,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t163203p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t163203p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t163203p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t163203p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t164726p0000-A,28.954972,-90.960176,2021-10-25T16:47:26Z,Oil & Gas (1B2),CH4,mf,"[-90.96378830143261, 28.942934616949167, -90.94636644095468, 28.958179402375883]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,941.601369,341.5314904,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t164726p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t164726p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t164726p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t164726p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t165627p0000-A,29.026225,-90.843002,2021-10-25T16:56:27Z,Oil & Gas (1B2),CH4,mf,"[-90.84447414281787, 29.021842926047675, -90.83626168460407, 29.028992441198017]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,137.8682487,28.05427825,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t165627p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t165627p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t165627p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t165627p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t171521p0000-A,29.091914,-90.51296,2021-10-25T17:15:21Z,Oil & Gas (1B2),CH4,mf,"[-90.51436520235788, 29.085413702014094, -90.50528419386667, 29.093380742394555]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,318.4336183,174.4221971,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t171521p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t171521p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t171521p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t171521p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t171836p0000-A,29.113643,-90.4831,2021-10-25T17:18:36Z,Oil & Gas (1B2),CH4,mf,"[-90.48525528984433, 29.108866205391205, -90.47703733663266, 29.116045955583473]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,244.8254839,67.65267301,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t171836p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t171836p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t171836p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t171836p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t172210p0000-A,29.11833956,-90.50258268,2021-10-25T17:22:10Z,Oil & Gas (1B2),CH4,mf,"[-90.50501537696782, 29.113940189761195, -90.49679693373936, 29.12112001393673]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,47.76990824,11.47298814,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t172210p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t172210p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t172210p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t172210p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t172529p0000-A,29.12086,-90.518024,2021-10-25T17:25:29Z,Oil & Gas (1B2),CH4,mf,"[-90.52013132487518, 29.116336324920884, -90.51191262489769, 29.123516206140877]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,230.1872375,118.5217668,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t172529p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t172529p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t172529p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t172529p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t173350p0000-A,29.206092,-90.508376,2021-10-25T17:33:50Z,Oil & Gas (1B2),CH4,mf,"[-90.51254787040047, 29.202678144876817, -90.50428648264919, 29.209889250564895]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,309.578354,108.1098364,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t173350p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t173350p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t173350p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t173350p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t173728p0000-A,29.22248851,-90.47993832,2021-10-25T17:37:28Z,Oil & Gas (1B2),CH4,mf,"[-90.48176379806789, 29.218046652534554, -90.47350121532784, 29.225226231314114]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,504.8252958,174.6974725,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t173728p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t173728p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t173728p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t173728p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t182829p0000-A,28.98940358,-89.26620975,2021-10-25T18:28:29Z,Oil & Gas (1B2),CH4,mf,"[-89.26988761020526, 28.985373810319764, -89.26161443778399, 28.992641922999667]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,60.57301208,43.68003247,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t182829p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t182829p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t182829p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t182829p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t183119p0000-A,28.98940158,-89.26613804,2021-10-25T18:31:19Z,Oil & Gas (1B2),CH4,mf,"[-89.27020009393799, 28.985666488731695, -89.2619268961092, 28.992934603161753]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,78.64808407,38.98922455,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t183119p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t183119p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t183119p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t183119p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t183418p0000-A,28.989562,-89.266267,2021-10-25T18:34:18Z,Oil & Gas (1B2),CH4,mf,"[-89.26963777178145, 28.98536683843163, -89.26132863275589, 28.99260348577921]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,232.4792289,142.6152551,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t183418p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t183418p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t183418p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t183418p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t184544p0000-A,29.12715525,-89.32258407,2021-10-25T18:45:44Z,Oil & Gas (1B2),CH4,mf,"[-89.32668404650057, 29.123515518899023, -89.31843549275776, 29.130752440314176]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,45.40644624,23.32093691,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t184544p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t184544p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t184544p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t184544p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t184843p0000-A,29.133057,-89.387712,2021-10-25T18:48:43Z,Oil & Gas (1B2),CH4,mf,"[-89.39180573691927, 29.12967309912111, -89.38355625821706, 29.136910398577676]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,372.89336,255.5295304,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t184843p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t184843p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t184843p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t184843p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t185142p0000-A,29.133057,-89.387712,2021-10-25T18:51:42Z,Oil & Gas (1B2),CH4,mf,"[-89.39034343403915, 29.12935011187547, -89.38184192262818, 29.1367761092487]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,1625.694729,1046.705229,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t185142p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t185142p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t185142p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t185142p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t190046p0000-A,29.452777,-89.403191,2021-10-25T19:00:46Z,Oil & Gas (1B2),CH4,mf,"[-89.40621101839922, 29.43512447348519, -89.3835552375008, 29.454853763529176]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,264.4008801,95.22584055,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t190046p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t190046p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t190046p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t190046p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t191648p0000-A,29.570616,-89.510839,2021-10-25T19:16:48Z,Oil & Gas (1B2),CH4,mf,"[-89.51419526994948, 29.562308163738972, -89.49451280963792, 29.57945836968208]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,955.9198872,548.659021,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t191648p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t191648p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t191648p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t191648p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t191946p0000-A,29.586068,-89.543355,2021-10-25T19:19:46Z,Oil & Gas (1B2),CH4,mf,"[-89.54706167286211, 29.582634591787084, -89.53881098018807, 29.589809507020988]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,35.46714223,17.89586418,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t191946p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211025t191946p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211025t191946p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211025t191946p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211025t191946p0000-B,29.590327,-89.541839,2021-10-25T19:19:46Z,Oil & Gas (1B2),CH4,mf,"[-89.54516518322902, 29.58637123948338, -89.53684171564888, 29.593577702341282]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,43.69211841,28.2527692,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211025t191946p0000-B_l3a-ch4-mf-v1_plume.tif,GAO20211025t191946p0000-B_l3a-ch4-mf-v1_plume.png,GAO20211025t191946p0000-B_l3a-ch4-mf-v1_rgb.tif,GAO20211025t191946p0000-B_l3a-ch4-mf-v1_rgb.png
GAO20211026t183606p0000-A,29.570741,-89.512292,2021-10-26T18:36:06Z,Oil & Gas (1B2),CH4,mf,"[-89.53333430677868, 29.557352821844727, -89.50464249789637, 29.582307662882155]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,1495.262243,297.8203001,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211026t183606p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211026t183606p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211026t183606p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211026t183606p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211029t155146p0000-A,28.9548619,-90.96034,2021-10-29T15:51:46Z,Oil & Gas (1B2),CH4,mf,"[-90.96431967432827, 28.95104667417848, -90.95607623885117, 28.958259706067928]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,2046.004303,801.9207803,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211029t155146p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211029t155146p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211029t155146p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211029t155146p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211029t161810p0000-A,29.10046741,-90.62769572,2021-10-29T16:18:10Z,Oil & Gas (1B2),CH4,mf,"[-90.6320048012922, 29.09714183816786, -90.62389537321799, 29.104259075140444]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,456.3258198,341.6404407,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211029t161810p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211029t161810p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211029t161810p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211029t161810p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211029t162145p0000-A,29.11374,-90.483062,2021-10-29T16:21:45Z,Oil & Gas (1B2),CH4,mf,"[-90.48618353311248, 29.107405179929692, -90.4729195543373, 29.11899338974705]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,2687.292192,837.5398173,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211029t162145p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211029t162145p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211029t162145p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211029t162145p0000-A_l3a-ch4-mf-v1_rgb.png
GAO20211029t162648p0000-A,29.206085,-90.508467,2021-10-29T16:26:48Z,Oil & Gas (1B2),CH4,mf,"[-90.51126894335366, 29.202022765167115, -90.50300750950288, 29.209202468383026]",GAO,2023-05-14T20:34:00Z,NA,NA,NA,NA,2741.850817,1441.101881,NA,NA,NA,NA,hrrr,Global Airborne Observatory,ASU GDCS,GAO20211029t162648p0000-A_l3a-ch4-mf-v1_plume.tif,GAO20211029t162648p0000-A_l3a-ch4-mf-v1_plume.png,GAO20211029t162648p0000-A_l3a-ch4-mf-v1_rgb.tif,GAO20211029t162648p0000-A_l3a-ch4-mf-v1_rgb.png
